date,score,content
2021년 8월 9일,5,"진짜 그지같아서 리뷰씁니다 매달 천생연분인 사람인데요 배달팁 나오는거 왜 이따구로 바뀌었어요? 500~ 이렇게만적혀있고 들어가보면 저게 최소금액이고 원래 배달팁은 3천원 이렇게 나오게 되는데 이렇게 만든 이유가 뭐예요 대체? 배달팁 아까워서 계속 배달팁 적은데만 시키는데 , 이렇게 만들어놓으면 호구잡으려하는건가요? 대체 이렇게만든이유가 뭐예요? 덕분에 하나하나 들어가서 가게메뉴까지 들어가 봐야되게되었어요 ^^ 이제 ㅇㄱㅇ 로 넘어갑니다 이건 좀 아니다 싶네요"
2021년 3월 5일,5,"오랜만에 배달할라했더니 업뎃인지 뭔지 되어있고 더 개판이네요. 불편해진건 둘째치고 카테고리랑 상관없는 음식점들은 예전보다 더 많이뜨고 리뷰적으면 사장님들이 연락한다는 어플리뷰도 많이보이고 불편하다는 리뷰도 넘치는데 하는말이라고는 ""불편을 끼쳐드려 죄송합니다."" 작년부터 비슷한 리뷰들이 많이 있었는데 여태껏 고친거라고는 하나도 없고, 오히려 과도한 업데이트에 사람들이 떠나가네요. 요ㄱㅇ어플보다 다양한 음식점, 같은가게인데 배민에서만 리뷰하는곳도 많고, 요ㄱㅇ보다 등급쿠폰은 엄청 짜게주지만 자잘한 쿠폰들은 많이 챙겨줘서 좋았는데 이젠 요ㄱㅇ에 정착해야할거같네요. 남아있는 사람들이라도 붙잡고싶다면 일부 몰상식한 가게업주들,카테고리 분류,개인정보 관련된 불편한점들 없애주세요. 특히 업주들. 몇몇 몰상식한 업주들때문에 다른가게까지 욕먹고 어플까지 욕먹는겁니다."
2025년 4월 14일,5,"와...정말 음식주문한번하기 어렵게 바뀌었네요. 배달카테고리들어가면 음식사진들이 큼지막하게 여러개 나와서 어느매장에서 시켜야할지 선택하기 어렵게 바꿔놓으셨어요... 예전버전으로도 볼수있는 선택지를 만들어주시죠...아니면 그냥 먹깨비 다운받아 쓸렵니다~. 중점을 잊지 마세요, 배달은 편하려고 주문하는겁니다. 근데 사용자가 카테고리에서 매장을 선택하는것부터 불편해졌습니다."
2024년 2월 17일,5,"비싼거 감안해도 쓰고 있었는데 지웁니다. 배달 대행업체 실수로 오배송이 났는데 가게에서 제대로 대응도 못해주고, 환불받자니 1:1문의 채팅은 왜 받는건지 한시간을 기다려도 응대안해주네요. 전화를 걸어도 30분 더 걸려서 겨우 환불조치 받았습니다. 배달 주문하는 경우 자체가 같이 먹는 사람들이 여럿 있다는 건데 배달 제대로 안오면 주문한 제가 다 독박이거든요. 진짜 불쾌한 경험이네요. 밥 좀 먹자고 주문한걸로 시간 낭비하고 기분까지 팍 상해버리니 차라리 안쓰고 말겠습니다."
2025년 1월 28일,5,1점주기도 아까운 쓰레기. 얼마 안되는 금액이긴하지만 조금이라도 할인 받아보고 싶은 마음에 쿠폰할인 적용 후 결제 시도 했는데 쿠폰미적용되고 결제됨. 하여 고객센터에 문의 하였으나 10분 넘게 확인 한다며 계속 기다리게만 하고 어떤 대답도 못들음. 고객돈 몇천원 더 쳐먹고 좋냐?
2020년 4월 19일,5,저번에 뭐 난리난거 때문에 절대 쓸일 없을거라고 생각했는데 써보니까 더 쓸일 없을듯. 비회원으로 주문한건 주문내역도 아닌가? 비회원 주문이후 회원가입하면 주문내역이 없어지는건 100번 이해하는데 회원가입을 해야만 리뷰를 쓸 수 있게 한건 대체 누구를 위한 불편한 시스템임??? 주문내역만 있으면 리뷰 쓸 수 있지 당연한거 아님?
2019년 3월 12일,5,지금 주소지로 배달을 받아 본 업소 수가 30개. 업데이트 후 검색되는 업소 13개. 이전 버전에서 거리 3km제한이랑 같은 목록이고 주문내역에서 다시주문하기로 확인한 결과 업데이트로 사라진 17개 업소 모두 배달지역에 포함되어 있거나 배달구역이 시내 전지역입니다. 다른 리뷰들을 보니 댓글이 전부 배달 가능한 가게가 모두 노출된다 배달권역에 포함되면 노출이 된다고 달려 있는데 그냥 거리 3km 고정에 검색거리 조절기능 삭제해놓고 둘러대는 느낌입니다.
2023년 7월 31일,5,"날씨 때문에 2시간 넘게 배달 못하는 상황은 이해가 되나 가게 사장님이나 주문 소비자가 취소도 못하는 어이 없는 경우를 겪었습니다. 덕분에 고객센터에 불이나게 전화했는데, 통화하기 힘들어서 겨우 취소했습니다.(아마도 저랑 비슷한 분들이 많았겠지요) 가게에도 전화하여 통화해보니 배민1은 자동배차 되는것 같은데, 상황보고 처리할 수 있게 기능 개선해 주시기 바랍니다. 주문취소기능 없어서 결국 고객센터 상담사와 통화해서 처리해야 하는데 연신 죄송하다고 사과만 하시는데 취소기능이 있다면 이런 일은 재발하지 않을거라 생각됩니다."
2021년 12월 23일,5,주문취소버튼도 없어서 잘못했을때 바로 취소하고 싶으면 따로 업체에 전화해야 한다는 점이 너무 불편합니다. 최소금액도 너무 높고 배달료도 시켜먹지 말라고 하는건지 높게 측정되어 있는 가게도 너무 많아요. 배달료는 편의를 위한 비용이라고 생각해서 감안했는데 여기서 배달료 더 오르면 그냥 배달 안시키고 집 주변에서 사먹으려고요.
2019년 1월 13일,5,"한두번도 아니고 누락시키는거에 대한 개선방안 좀 세우세요! 누락 여러번 당했을때마다 느끼는거지만 여긴 직원들간의 매뉴얼도 제대로 없는거같고, 직원서비스교육도 제대로 안이루어지는거같습니다. 오늘도 지금 1시간20분 기다리다 전화했더니 또 누락됬다네요. 지금으로부터 30.40분 더 기다리라는데 참나.. 그쪽에서 실수를 했으면 손님한테 다음번 할인혜택이라던지 뭘 주던가요. 말싸움하기싫어서 그냥 더 기다리겠다고 했는데, 매번 미안하다고만 하고 식사시간 두시간을 기다리게 하는 이런 상황은 좀 안만들었으면 합니다. 8시에 주문했는데 기다리다가 지금 밤 10시가 다 되가요. 배민은 매번 컴플레인을 해도 그냥 넘어가더라구요. 반성 좀 하세요"
2019년 8월 11일,5,배달의민족 서버가 마비되고 오류난줄도 모르고 주문진행했는데 돈은 빠져나갔고 쿠폰도 소진됐는데 결제창이 마무리가 안되서 기다리고 또 기다렸어요. 그러고는 주문내역 확인하라길래 확인하려는데 확인 불가. 은행 어플 들어갔더니 돈은 확실히 빠져나갔는데..? 그래서 다시 주문진행. 또 돈만 빠져나가고 주문결제완료 창이 나오기까지 한참동안 기다렸어요. 그러고는 주문됐다고 주문내역 확인 하는데 또 안떠서 매장엔 주문이 들어갔나 전화로 확인해보니 주문이 안들어갔데요. 2번이나 결제하고 쿠폰도 2장이나 소진됐는데 다시 돌려주시나요?? 이용이 불가한 상황이 왔다면 메인창에 공지를 남겼어야되는거 아닌가요? 오랫동안 이용했는데 이렇게 실망스러울수가 없네요.
2019년 4월 17일,5,요기요는 늦어도 음식은 보내줬는데 여긴 4시간이 지나도 음식점에 전화를 해도 무소식이고 배민 고객센터에 전화해도 함흥차사고 진짜 답이 없네요. --답변후 추가내용-- 고객센터 전화로는 해결되지 않았고 음식점 주문이 어느정도 정리됐을때 전화해서 메뉴 알려주고 결국 7시간만에 음식받았네요. 주문이 천건이 넘었었다는데 배민이나 음식점의 사전준비가 미흡했던것 같습니다. 아직 이벤트가 3일 남았는데 경쟁사보다는 좋은 모습 보여주시길 응원하겠습니다.
2020년 3월 9일,5,바로결제가 있어 좋은데 배민페이로 결제가능한 카드종류가 한정적이라 사용을 못해 아쉬워요. 주문결제하기전에 주소 변경할 수 있는 기능이 있으면 좋겠어요. 결제주문하려다 주소변경하려면 주문창나가고 뒤로가기 여러번해야하는 번거로움이 너무 커요ㅠ 그리고 주문결제후 가게에서 주문접수하기 직전까지 주소변경도 할 수 있는 기능이 된다면 더 바랄게 없을 것 같아요. 이를테면 쿠* 업체에서 주문결제후 배송직전까지 주소지변경이 가능하거든요.
2019년 1월 1일,5,첫 앱결제 문제점.. 첫 결제에러 나왔는데 거의 50분걸려 문제점이 나왔는데 생년월일때문 이라니..ㅡㅡ 19로해서 분명히 8개의 숫자를 잘 눌렀는데도 그것 때문이라고 하니 할말이 없었음 분명히 난 몇번을 했고 결제 수단을 바꾸니 바로 되는건 뭐일지...여하튼 사용하긴 좋은것 같은데 결제수단을 여러가지로 하는게 어떨런지...지금 있는것 보다 많게요..
2021년 3월 30일,5,시키는 입장에서 가장 중요한건 편리함이라 생각합니다. 배민 앱과 요기요 앱을 사용해보면 거기서 심한 차이가 보이더군요. 카드 비번 누르는 화면에서 배민은 그게 끝나고도 다른걸 더 눌러야하더군요. 왜 이렇게 복잡한거죠? 요기요에서는 카드 비번 입력이면 비로 주문이 되는데 굳이 이런 방식을 해야했나싶네요
2024년 5월 26일,5,주문하고 카드 승인되서 기다리는데 계속 주문시간이 뒤로 밀리네? 한시간이 넘어도 안오네. 앱에 아무리 찾아봐도 취소도 안되고 가게 전화번호도 없고. 네이버에 있는 가게 전화번호는 없는번호라고 하고. 배민 상담원은 겨우 연락하니까 자기들도 하청에 물어봐야한다하고. 하청에서 답을 주면 다시 전화준다하네. 왜 가게에 염락할 방법을 앱에 안만들어놓은거지ㅡ? 안심번호 이런걸로 좀 하면 되지않나? 앱 증말 엉망이네.
2025년 3월 5일,5,접속이 안되서 skt 우주패스로 배민 추가혜택 받은 쿠폰 못 쓸거같은데 어떻게 하나요..? 증상이 일주일 넘었습니다...데이터 추가/삭제 해도 안되고... 앱 재설치 해도 안되고.. 폰 재부팅 해도 안되고.. 앱접속하면 4~5초 뒤에 팅기면서 재접속 됩니다.. 무한반복으로요.. 앱처음 설치했을때 위치설정에서 계속 재접속되서 진행을 못하네요..
2019년 4월 14일,5,"장점: 1. 서비스 하는 가게 종류가 많아서 좋다. 2. 인터페이스가 깔끔하다. 그래서 다른 곳으로 안가고 계속 쓰는 중이다. 단점: 1. 업계 1위를 먹어서인지 할인이라곤 선착순 또는 500~1000원 할인해주는 짤짤이 할인 뿐이다. 거기에 옛날 블랙 등급이 있던 시절엔 5천원 할인권으로 한방에 통크게 줘서 좋았는데 어느 순간 3천원, 2천원으로 쪼개지더니 이젠 더 가관이되었다. 2. 타 업체랑 달리 매번 선착순 이벤트만 고집해서 서버 터지는 이벤트는 덤으로 열어준다. 지금도 주문창의 참고사항에 글 쓰다가 벌써 5번째 메뉴 선택 창으로 팅겼다."
2021년 11월 19일,5,"악의적인 소비자들 블랙리스트를 만들어 이용제한을 주셨으면 합니다. 물론 판매자라고 모두가 정직한 건 아니지만, 요즘 시국에 더 많은 피해를 받는 쪽은 업체 같거든요. 머리카락도 없는데 들어갔다고 거짓말을 하거나, 평점을 일부러 낮게 준다거나 하는 사람들을 판매자가 주문하지 못하도록 차단기능을 꼭 넣어 주셨으면 합니다."
2019년 8월 11일,5,"별 한개가 기본으로 되어야 하나보네요ㅡㅡ 카드 결제만 되고 업체에 접수는 안들어가있고 이게 무슨 황당한 상황입니까?!! 혹시나 주문접수 들어갔을까 싶어 직접 매장에 전화로 확인해보니 업체사장님 말씀, 접수는 커녕 이런전화 지금 몇통째 받는지 모른다고 하시네요! 쿠폰도 분명 사용되었는데 뭐가 오류여서 완료는 안되게 해놓은건지ㅡㅡ 결제완료 화면으로 안 바뀌고 계속 돌기만 하는와중에 내 신한판페이 앱에서는 칼같이 결제알림 보내주고ㅡㅡ;; 아니 결제는 그렇게 귀신같이 해가놓고 뭐하자는겁니까?!!! 빨리빨리 취소처리 해주세요!!!"
2022년 4월 29일,5,잘 쓰고 있었는데 친구 초대 쿠폰을 받으려 하니 로그아웃이 되더라고요. 다시 로그인을 하려 했는데 비번이 잘 생각나지 않아 비밀번호 찾기를 하였습니다. 그랬더니 아이디와 번호가 맞지 않다 하더라고요? 아이디 찾기를 했더니 제 번호가 없어 정보도 없답니다. 다른 번호로 하였나 싶어 제 번호로 회원가입을 하려 했는데 제 번호도 있고 틀렸던 아이디가 맞다 합니다. 이게 뭔가요?? 여기선 없다 하고 저기선 있다 하고.. 만원 할인 쿠폰을 그렇게 주기 싫으십니까? 받으려면 다시 로그인해야 하는 것도 속이 다 보이는데 제대로 로그인되게 해주지도 않고 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 제정신입니까;; 더러워서 안 씁니다. 경기도민들 배달특급 씁시다.
2025년 1월 2일,5,"기본순으로 정렬했을땐 광고 가게가 상단에 뜨는건 이해합니다. 하지만 가까운 순으로 정렬시엔 가까운곳부터 보여줘야 하지않을까요... 시골이라 가까운곳으로 정렬하여 가게를 선택했을때 막상 들어가면 지역별 추가 요금으로 +5000,+10000원인 가게가 대다수입니다. 제 지역의 정상적인 배달료를 받는곳은 5번째에서나 겨우 뜨고 6번째는 또 배달료 만원이상 받는 가게가 뜨고요... 상단에 띄워주는걸로 가게에서 돈 쏠쏠히 버는건 알겠는데 정렬기능을 사용하면 좀 제대로된걸 보여주세요"
2023년 6월 14일,5,"1. 이미 우아한형제들 측에서 가게 측에 가맹 수수료를 많이 받아 수익을 내고 있기 때문에, 가게 측에서는 원래 가격대보다 더 높은 배달 앱 전용 가격표를 소비자에게 차별적으로 매기고 있는 상황입니다. 따라서 가맹 수수료만큼의 부담분이 이미 소비자에게 하나의 ""차등 가격 수수료""와 같은 형태로 오롯이 전가되어 있는 구조인데, 여기에 추가적으로 앱 자체 배달팁까지 너무 높다는 점은 소비자 입장에서는 하나의 이용 욕구 저해 요소가 될 수 있겠습니다. 2. ""라이더님께 요청 사항""란에 ""이 주소에서 다음에도 사용"" 기능이 있는 것과 같이, ""가게 사장님께 요청 사항""란에 ""이 가게에서 다음에도 사용"" 기능이 있었으면 좋겠습니다. 가게를 가리지 않고 무차별적으로 ""다음에도 사용""하는 기능은 매우 사용성이 떨어져, 사실상 쓰게 되질 않는 것 같습니다. 매번 저장하지 않고 새로 요청사항을 일일이 다시 쓰는 것이 매우 불편하기 때문에 반드시 개선이 이루어져야 하는 부분이라고 생각합니다."
2021년 8월 3일,5,업데이트된거 디자인 너무 불편해요. 배민1 부분에서 음식점 둘러보는데 빨리 한거번에 여러음식점 종류 보는게 관건인데.. 이건 뭐;; 음식점 소개 칸이 너무 크니까 스크롤할때 정신없고 손아프고요. 공간 낭비심해요. 전처럼 한번에 여러개 음식 볼수있게해주새요 짜증나요.. 아니 배고플때 간단하게 여러 음식점 봐야하는데 진짜 불편하고 이상해요.
2023년 2월 17일,5,(요청사항) 배민 함께주문하기에서 예약시간을 입력할 수 있어서 예약시간을 입력했는데 점주분께서는 주문요청사항에 따로 예약시간이 입력되어 있지 않았고 직접 주문건을 눌러서 선택사항을 확인해야 볼 수 있어서 예약시간보다 일찍 만들었었다고 하네요. 다시 시간에 맞춰서 만들어주시겠다고는 하셨지만 이점이 해결되어야 점주와 고객사이에 트러블이 없을 것 같습니다.
2019년 1월 12일,5,"정말 잘 쓰고있는데요, 결제 페이지에서 결제 실패하고 돌아오면 쿠폰 사용 설정이 초기화되면서 못쓰는 경우가 자주 있습니다. 결제 실패해도 해당 화면에 요청사항이랑 쿠폰 설정한 내역은 남아있으면 좋겠습니다. 처음부터 안쓸 생각으로 주문하면 모르겠는데 쓰려고 생각하다가 그런식으로 못쓰게되면 매우 기분이 나쁩니다"
2023년 12월 2일,5,5년넘게 잘쓰다가 다시는 안쓸거 같습니다. 메뉴에 배송이라고 써있었는데 식당에서는 포장이라고 하더군요. 근데 거리 추가요금은 왜 받는지..짜장면이라 뿔어서 못보내준다고 하고 식당도 어이없지만. 배민이랑 식당이랑 커뮤니케이션은 안하고 잘못된 사항에 대해서는 주문하는 사람 책임으로 돌리는 것은 아니라고 생각됩니다. 결국 먹어보지도 못하고 아무튼 고객불만에 대해서는 처리해줄생각이 전혀없고 식당이랑 알아서 하라고 하는데. 책임감이 1도 없는 거 같습니다.
2024년 3월 16일,5,실시간 채팅상담 해결해주지도 못하는데 없는게 나을 것 같음. 결제수단 변경 요청했더니 이미 출발해서 변경이 어렵다고하네요. 본인들 답변 확인이 늦어서 늦게 확인해서 가게에서 이미 출발함. 나몰라라 문의량 많아서 답변이 느려 미안하다는 말만 반복함.... 그리고 이미 출발했어도 재주문하고 라이더는 안잡히게 해서 재처리해줄수있는 기능도 없나봄. 또는 귀찮아서 처리 안해줬나 그럴거면 직접 빠르게 해결할수 있게 가게 번호라도 적어놓던가
2021년 3월 21일,5,최소주문금액 있지만 배달비를 내야하는 것으로 모자라서 금액에 따라 차등 배달비를 받고 가게 리스트 나오는 화면에는 제일 낮은 금액 표시하고... 그 제일 낮은 금액도 적은 금액은 아닌데 3만원 4만원 넘어가야 그 가격이지 2~3명 먹는 정도로는 그 두배까지도 내야하면 표시방법이 한참 잘못된거 아닌가요? 바뀔때마다 참고 쓰다가 결국 삭제하고 다른 곳 이용합니다
2024년 8월 14일,5,거의 매일 사용 하는데 사용금액은 어짜피 같은데 가게이용금액 배달이용금액 다르고..배달료 붙는거 거의 가게 부담인거 아는데 심지어 배민 상담 느려터지고...점점배민이용하는거 메리트를 찾을수가 없네요.. 가족결제도 할인수단은 이용할수 없다하고 어짜피 같은데서 사용하는건데 이거 매우 불편해서 다른곳으로 변경하려합니다... 아님 자주 이용하는곳은 가게 전화번호나 체인점 어플이용하는게 편하고요 휴대폰에 지저분하게 어플깔기 싫어서 그냥 배달어플 하나 사용하는건데 이러면 반감만 생길꺼 같아요...주6일6.5일 사용자입니다..이러면 곧...뒤돌꺼 같기도......
2019년 3월 15일,5,멀리보기 다시 만들어주세요.....지금까지 멀리보기에 있는 가게들 배달료 더 내고 잘만 시켜먹었는데 이렇게 없애버리시다뇨; 가뜩이나 주변에 배달 가능한 가게가 없어서 항상 멀리보기에 있는곳에서 시켜먹었는데 이제 배달음식은 못먹게 생겼네요 너무 단편적인것만 생각한 성급했던 업데이트같습니다 몇년간 배민 잘 쓰고 있었는데 정말 실망이네요...
2021년 11월 24일,5,저는 배달의 민족을 다운받지 않았고 당연히 사용도 하지 않고 있습니다. 가입시도 역시 하지 않았습니다. 그런데 1분 전 갑자기 인증번호를 입력하라고 문자가 오네요. 누군가가 자기 번호를 잘못 입력한걸 수도 있지만 확인부탁드립니다. 해당 번호로 가입시도된 계정은 즉시 삭제처리 부탁드려요.
2020년 4월 11일,5,이게 점점 체감이 될정도로 시켜먹는게 꺼려질정도로 점점 배송비들이 무슨 택배비보다 비싸지고 2000원까지는 이해하겠는데 4000원5000은 너무한거 아닙니까 그리고 옛날에는 쿠폰같은거가 쓰기가 편하고 자주 올라왔는데 이제 홍보충분히 했으니 쿠폰은 거의 찾기도 힘들고 요즘 들어보니깐 요즘제 그지같은거 적용하려고하고 참 ... 변하는게 너무 보이고 노골적이네요 ... 점점 다른걸 찾고 싶은맘이 점점 생기네요.그리고 독일이 먹었다고 이렇게 돌변하듯이 변하는건 아니라고 봅니다.예전에 친구에게 배민 좋다고 추천받아서 잘쓰고 있었는데 너무 앱이 쓰기편하고 좋아서 친구들에게 좋다고 알려줬는데 어느순간부터 자연스럽게 쓰던게 점점 배달비를 보면서 계산을 하게되고 먹고싶은것이 있어도 배달비를 보면 걍 가서 먹는게 훨 났겠다 생각이들 정도로 배달비가 점점 오르네요. 만약 이글을 읽으신다면 딱 하나만 고쳐주시기바랍니다 배달료를 정확하게 1km는 얼마 2km는 얼마 정확하게 해주셨으면 좋겠네요.그럼 이만
2019년 2월 12일,5,집 주변 음식점을 비롯해서 원하는 지역 주변 음식점도 알 수 있어서 정말 좋다. 이런 식으로 친구에게 시켜주기도 했다. 그리고 집주변 음식점 등록된것도 상당히 많다. 포인트도 적립되고 쿠폰으로 할인까지 되니 전화주문은 거의 하지 않게 되었다. 그렇지만 나이스페이는 좀 없애든가 했음 싶다 무한로딩딥빡 19년 2월 11일 여전히 나이스페이가 문젭니다; 통신망 문제없고 카드문제도 없는데 예전에는 없었던 포인트결제는 실패문구 기입에는 그러려니 했지만.. 온전히 줘도 결제가 안되는건 어쩌라는것인지.. 실패만 4번?5번?인가 하고 빌게이트로 결제했네요. 나이스페이 먼저 뜨는거 개선좀 해주셨으면 좋겠습니다. 나이스페이때문에 짜증나서 이럴바엔 그냥 전화주문할거 같아요
2023년 5월 27일,5,"배달앱 잘 쓰고 있습니다. 그런데 쓸때마다 느끼는 불편한점이 있어서 어필해봅니다. 수저포크 기본설정 X로 되어있는것좀 바꿔주세요. 주문 할때마다 깜빡할때도 있고 귀찮네요. 솔직히 안필요할때보다 필요할때가 대부분입니다. 그리고 1회용 용기 시켜먹는 배달 자체가 이미 친환경이 아닌데 무슨 환경지키는 척입니까. 그러면 배달 자체를 안시켜야지.. 사용자 불편함이라도 줄여주세요. 기본설정을 O로 하고 필요없는 사람이X로 바꾸면 되죠. 아니면 환경설정에서 원하는 옵션으로 고정해둘수 있게 해주던가요. 그것도 안되면 안주셔도 되요(체크)가 아니라, 주세요(체크)로 표기하는게 알아보기가 좋을것 같네요. 그리고 배달 위치마다 찜 목록이 달라졌으면 좋겠네요. 예를들어 회사, 집 동네자체가 다른데 불필요한 정보까지 나와서 헷갈리게 합니다. 찜목록이 많은만큼 더 헷갈려요."
2021년 6월 24일,5,"좋아요! 한가지 요청 사항이 있어요. 불편한것이 있어 개선점이 필요해요. 가족 계정을 회사원들과 랜선 회식으로 많이 씁니다. 그런데 이게 집 주소를 어쩔수없이 오픈해야해서 불편해요ㅠㅜ 알려주기싫을 때도 있는데요, 주소 비공개를 선택사항으로 만들어줬으면 좋겠습니다. 대표자가 결제할 때 더보기 눌렀을때 그냥 주소는 공란으로 보였으면 해요. 가족계정을 꼭 가족이 쓰는게 아니라는것도 코로나 시대에 랜선회식때 이용 많이 한다는걸 알아주셨으면 합니다. 마찬가지로 메뉴비공개도 가능하면 좋겠네요~ 가게명까지는 보여도... 감사합니다!"
2020년 11월 2일,5,"전에는 리뷰가 7일아니였나요? 리뷰기한이 3일밖에 없어서 너무 불편해요. 까먹고 리뷰를 나중에 쓸때가 많은데 그럴때 마다 의도치않게 리뷰먹튀가 되네요 매번 고객센터에 전화해서 리뷰부분을 문의드릴수도 없는데 7일로 늘어났으면 좋겠어요 소비자도 사용자도 불편한 시스템으로 업그레이드 된 것 같습니다. 양측다 리뷰기능을 적극적으로 사용하는데 그 부분을 축소시켜 양측이 불만족스러운 결과가 도출되네요. 7일일때의 문제가 접수되어 이렇게 됐겠지만 3일일 당시, 주 사용자인 가게측도 피해를 보는 상황이 발생되는 것 같습니다. 저는 소비자지만 이런 부분은 개선되었으면합니다."
2020년 4월 4일,5,진짜 장난하는것도 아니고...고개센터 연결이 왜 안됩니까?! 주문하고서 배달시간이 120분 걸린다고 하길래 너무 늦어서 주문 취소할라고 하니 어플 통해서 취소 못하고 가게에서도 자체적으로 취소가 안돼게끔 했으면 고객센터라도 연결이 잘되겠금 해야 되는거 아닌가요?차라리 소비자들 편하게 주문 취소 할 수 있게 하던가 소비자가 어플 통해서도 주문 취소를 할 수 있게 해줘야지 이건뭐... 소비자 우롱하는것도 아니고 결국 취소도 못하고 늦게 먹게 생겼어요. 애꿎은 가게에다가도 화나게 만들고..오늘이후로 절대 안씁니다.
2024년 3월 22일,5,왜이렇게 업데이트 할때마다 사용하기 점점 불편하게 바뀌는지? 클릭한번 더 해야되고 더 번거롭게 바뀌네요. 일반결제가 기본임에도 저쪽 구석으로 밀려나고 마치 한집배달을 유도하듯 메인에 만들어 놔서 잘못 클릭하면 자꾸 나가서 일반결제를 다시 클릭해야하게 만들어놓더니. 이젠 결제창에 요청사항이나 리뷰이벤트할때 또 클릭해서 하게끔 바뀌었네요. 쓸데없는 짓 정말 잘하네요 배민.
2019년 4월 25일,5,"선착순이벤트 피해자입니다.밑에 결제취소된분들은 운이좋은겁니다.저는 결제시 결제카드옆에 3000원할인있는거보고,결제진행했는데,결제하고보니 할인안되서 연락바로했는데,결제하는사이에 선착순이다된거같다고매장에서 음식준비들어갔다고 취소도안된다고 하더라고요.담당자가연락준다고했는데,연락안왔네요. 이건 이벤트가 아니라 장난질같네요."
2025년 9월 18일,5,저번에 배민에서 중식 시켰는데 음식이 바뀌어서 도착함. 우리집에서 먼저 음식 수거하고 상대집꺼랑 바꿔서 오느라고 조리시간 제외 배달만 한시간 넘게 걸렸고 짜장 짬뽕은 다 팅팅 불어서 오고 탕수육도 고무 씹는것 마냥 질겨지게 와서 결국 제대로 먹지도 못함 나중에 배민에서 연락와서 죄송하다고 영수증 찍어보내고 설문조사 하나 해주면 쿠폰 주겠다고 해서 시키는 대로 다 했는데 여태까지 아무것도 못받음 결국 음식값만 날리고 제대로 된 대처도 없었음
2022년 8월 1일,5,주문하고 기다리고 있는데 예상 시간 지나도 안 나오길래 물어보니 앞에 밀린 주문 많다고 아직 조리 시작도 못 했다는 매장 취소하려고 하니 매장에선 할 수 없다고 배민에 전화하라고 해서 전화 했는데 연결하는데만 한 세월 연결 후에도 매장이랑 확인해보겠다며 또 시간 소요.. 내 잘못도 아닌 이유로 밥도 못 먹고 취소하는데만 20분 걸린듯 안내 제대로 안 한 매장도 문제고 취소도 복잡한 배민도 문제
2022년 4월 15일,5,"아니 ㅋㅋㅋㅋㅋㅋ 배달비는 4000원씩 가져가놓고 , 최소주문금액은 왜 또 10000원 이상임?? 가볍게 배달시켜 먹으라고 만든거 아닌가 ? 간단히 먹을 수 있는 가격이 아니잖아 ;; 최소주문금액때문에 나는 혼자서 시켜본적이 거의 없음 .. 최소주문금액이 최소면 10000원처럼 비싸면 안되지 ;; 5000원 이상 이정도로 해야지 ;;: 가볍게 떡볶이 주문하면 10000원 거기다가 배달비 4000원 가볍게 먹으려다가 14000원 이라는 식비를 한번에 낭비해버리는거임.."
2024년 10월 27일,5,"평소에 잘 쓰고 있습니다. 다만, 다른 분 말씀대로 문의가 사진 첨부든 연결이든 여러 사유로 막히는 점이 있어서 아쉽더라고요. 그리고 접수를 받았다가 아무 연락 없이 취소해놓고 사유는 고객요청 이라 하면서 직후 30분 정도 중지로 돌려놓거나 하는 등의 태도인 가게들도 보이는데 이런 태도의 가게들을 차단하는 기능도 추가해 주시면 더 좋을 것 같습니다."
2025년 2월 22일,5,"0점이 없는게 아쉽네요. 2년 정도 전부터 배달 이슈를 몸소 느꼈는데, 개선 없이 점점 심해지는 거 같아요. 다른 어플로 갈아타려고 합니다. 훨씬 문제 없이 잘 도착해요. (+)B마트 첫주문 쿠폰 중복되지 않게 이벤트를 구성하든, 중복되면 어플 내에서 알아서 삭제해주든 하세요. 사용자 경험 계산 없이 만들지 않았을텐데 이게 기만 아니면 뭔가요?"
2024년 10월 20일,5,"원래는 50분 후 도착이라고 돼 있던 주문이 1시간 50분으로 늘어나서 왜 그런가 했더니 라이더가 안 잡혀서 그렇다고 하더라고요. 긴급 라이더 배치를 해줄 수 있다고 해서 (알아서 해준 것도 아니고 항의하니까 해줌) 그렇게 해달라고 하고, 그래도 이게 무조건 오는건 아니라면서 안 올 시에 환불/재조리가 가능하다길래 가게가 다 부담하는 시스템으로 굴러간다는 것도 말이 안 되고... 만약 안 오게 되면 2시간 기다리는 것에 대한 보상은 없냐고 물어보니까 쿠폰을 준다길래 나중에 보니 15000원 사용시 1000원 쿠폰...? 결국 1시간 반만에 음식 받긴 했네요. 긴급 라이더도 중간에 다른 곳 배달 다녀오시고. 다시는 안 사용할 것 같습니다."
2020년 3월 22일,5,주문내역 보려고 하는데 정보를 불러오지 못했다고 계속 로딩중만 뜨네요...방금 주문한 내역 뿐만아니라 지금까지 주문했던 내용들도 확인을 할수가 없어요. 그전까진 잘 되다가 갑자기 이래서 핸드폰 문제인지 통신문제인지 싶어 어플도 지웠다 다시 깔아보고 핸드폰도 껐다 켜봤는데도 해결이 안되네요.
